Código CIUO-08;Título SP;Descripción;Tareas;Observaciones;Ocupaciones
3314;Profesionales de nivel medio de servicios estadísticos, matemáticos y afines;Los profesionales de nivel medio de servicios estadísticos, matemáticos y afines ayudan a planificar la compilación, tratamiento y presentación de datos matemáticos, estadísticos o actuariales y a ejecutar tales operaciones, y suelen trabajar bajo la orientación de Matemáticos y afines o de Estadísticos.;"a) ayudar a planificar y a ejecutar cálculos matemáticos, estadísticos y actuariales;

b) preparar estimaciones detalladas de cantidades y costos de los materiales y mano de obra necesarios para la realización de censos y encuestas estadísticos;

c) ayudar en la supervisión técnica de la elaboración, mantenimiento y utilización de registros y de planillas de muestreo para censos y encuestas;

d) realizar tareas técnicas relacionadas con la compilación de datos y las operaciones de control de calidad en censos y encuestas;

e) utilizar programas informáticos normalizados para efectuar cálculos matemáticos, estadísticos y actuariales;

f) presentar los resultados de operaciones matemáticas, estadísticas o actua- riales en gráficos o cuadros;

g) aplicar el conocimiento de los principios y prácticas matemáticos, estadísticos y actuariales para descubrir y solucionar los problemas que surjan en el curso de su labor;

h) desempeñar tareas afines;

i) supervisar a otros trabajadores.";;"Actuario auxiliar

Contador auxiliar

Estadístico auxiliar

Matemático auxiliar"
3315;Tasadores;Los tasadores y subastadores determinan el valor de bienes y mercancías y evalúan las pérdidas cubiertas por pólizas de seguros.;"a) determinar la calidad o el valor de materias primas, bienes inmuebles, equipos industriales, efectos personales y de uso doméstico, obras de arte, piedras preciosas y otros objetos ofrecidos en venta o que hay que asegurar;

b) evaluar las responsabilidades de compañías de seguros y reaseguros por pérdidas cubiertas por sus pólizas;

c) vender en pública subasta diversas clases de bienes: propiedades inmue- bles, automóviles, productos básicos, ganado, obras y objetos de arte, joyas y otros artículos;

d) desempeñar tareas afines;

e) supervisar a otros trabajadores.";;"Inspector, siniestros

Subastador

Tasador

Tasador, seguros

Tasador, siniestros
Verificador, solicitudes de indemnización"
332;Agentes comerciales y corredores;Los maestros de nivel medio de la enseñanza preescolar organizan actividades educativas para niños en edad preescolar.;Las tareas desempeñadas por lo común incluyen la programación y organización de actividades destinadas a desarrollar las aptitudes expresivas, físicas y sociales de los niños. Pueden incluir la supervisión de otros trabajadores.;Cabe observar que, habida cuenta de las tareas específicas desempeñadas, del grado de responsabilidad que entrañen y de los requisitos educativos y exigencias de formación en distintos países, acaso convenga clasificar algunas o todas las ocupaciones identificadas en este subgrupo en el subgrupo 233: Maestros de nivel superior de la enseñanza primaria y preescolar.;
3321;Agentes de seguros;Los agentes de seguros asesoran a sus antiguos y nuevos clientes acerca de seguros de vida, accidentes, incendio, automóviles, marítimos, responsabilidad civil, dotación y de otro tipo y venden esos seguros.;"a) obtener las informaciones sobre los antecedentes de los clientes necesa- rias para determinar tipos y condiciones del seguro apropiados;

b) negociar con los clientes para determinar los tipos y niveles del riesgo, el alcance de la cobertura y las condiciones de pago;

c) negociar y establecer pólizas de reaseguro;

d) asesorar sobre los seguros para operaciones, proyectos, instalaciones o riesgos importantes o especiales, negociar las condiciones de tales seguros y establecer las pólizas pertinentes;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Agente, seguros

Asegurador

Corredor, seguros

Redactor, pólizas/seguros - 3432

Tasador, seguros - 3417"
3322;Representantes comerciales;Los representantes comerciales y técnicos de ventas venden bienes y servicios al por mayor, inclusive instalaciones, máquinas y artículos de uso técnico, y proporcionan información especializada cuando esto se requiere.;"a) obtener órdenes de compra y vender bienes y servicios a establecimientos industriales y empresas minoristas o mayoristas o de otra índole;

b) vender equipos, aparatos e instrumentos técnicos, repuestos y otros suministros, con los servicios que requieran, a empresas comerciales, industriales o de otra índole y a clientes particulares;

c) proporcionar a los clientes y presuntos compradores información general o técnica acerca de las características y funcionamiento del material técnico en venta y demostrar su utilización;

d) informar a los fabricantes acerca de la reacción y las necesidades de los usuarios;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Agente, ventas/comercio

Consejero, servicios postventa

Corredor, fábrica

Viajante, comercio

Agente, compras/productos básicos - 3421

Vendedor, tienda - 5220"
3323;Agentes de compras;Los compradores compran bienes y servicios por cuenta de una empresa industrial, comercial o de otra índole, o de cualquier organización.;"a) negociar y contratarla compra de equipos, materias primas, productos y suministros para fábricas, servicios de utilidad pública, servicios estatales u otros establecimientos, o comprar mercancías para la revenderlas;

b) obtener información sobre necesidades y existencias de materiales, y determinar la cantidad, calidad y costos de lo que se debe comprar, las fechas de entrega y otras condiciones de los contratos;

c) desempeñar tareas afines;

d) supervisar a otros trabajadores.";;"Comprador

Comprador, mercancías/comercio mayorista

Comprador, mercancías/comercio minorista"
3324;Agentes de compras y consignatarios;Los agentes de compras y consignatarios intervienen sobre todo en operaciones relativas a la compraventa de productos básicos a granel en los mercados de entrega inmediata o de futuros, pero también se dedican a operaciones intermedias relacionadas con otros productos y servicios.;"a) establecer y mantener contacto, en calidad de intermediarios, entre com- pradores y vendedores de productos básicos y otros bienes y servicios;

b) discutir con los clientes los requisitos y condiciones de compra o venta y asesorarlos al respecto;

c) organizar la producción de listas y catálogos de venta o subasta, fijar precios mínimos de subasta y licitar en representación de los clientes en los mercados de entrega inmediata o futuros;

d) negociar operaciones de compra o venta particular fuera de los mercados o sin participar en las subastas pertinentes;

e) reservar bodegas, determinar fletes y percibir su monto de los clientes;

f) desempeñar tareas afines;

g) supervisar a otros trabajadores.";;"Agente, compras/productos básicos
Consignatario
Consignatario marítimo"
333;Agentes de servicios comerciales;Los maestros de nivel medio de la enseñanza especial enseñan, según el grado de instrucción que convenga, a niños, jóvenes o adultos, sean minusválidos con deficiencias físicas o mentales o personas con dificultades para aprender e instruirse.;"Las tareas desempeñadas por lo común incluyen las siguientes: adaptar el programa de estudios o enseñanza a las características y posibilidades de determinado grupo de inválidos con deficiencias físicas o mentales o de personas que requieren instrucción especial; enseñar una o más asignaturas, por ejemplo a personas sordas o ciegas, mediante el uso del sistema de escritura braille, el aprendizaje del método de lectura labial u otras técnicas o métodos apropiados, y preparar informes escolares o docentes. Sus tareas pueden incluir la supervisión de otros trabajadores.";Cabe hacer observar que, habida cuenta de las tareas específicas desempeñadas, del grado de responsabilidad que entrañen y de los requisitos educativos y exigencias de formación en distintos países, acaso convenga clasificar algunas o todas las ocupaciones identificadas en este subgrupo en el subgrupo 234: Maestros e instructores de nivel superior de la enseñanza especial.;
3331;Declarantes o gestores de aduana;Los declarantes o gestores de aduana tramitan por cuenta de sus clientes los documentos y autorizaciones aduaneros y se cercioran de que los permisos de exportación o importación y los seguros y otras formalidades se hayan tramitado debidamente.;"a) tramitar la documentación aduanera necesaria para realizar importaciones o exportaciones;

b) comprobar el cumplimiento de los requisitos de seguros;

c) comprobar el cumplimiento de los trámites para obtener permisos de exportación o importación y otras formalidades;

d) establecer y firmar manifiestos;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Agente, marítimo

Declarante, aduana"
3332;Organizadores de conferencias y eventos;Los agentes de viajes organizan viajes, programan itinerarios y reservan alojamiento para clientes, y organizan o venden arreglos colectivos de viaje para grupos que parten por motivo de negocios o vacaciones.;"a) conseguir informaciones sobre disponibilidad, costo y ventajas de diferentes tipos de transporte y alojamiento, cerciorarse de los deseos de los clientes y asesorarlos sobre sus viajes;

b) hacer y confirmar reservas de viaje y de alojamiento, entregar los billetes y otros documentos justificativos a los clientes y cobrar tales servicios;

c) organizar viajes colectivos, de negocios o vacaciones, y venderlos a grupos o a personas;

d) ayudar a los clientes a conseguir los certificados y visados necesarios para sus viajes;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Consejero, turismo Organizador, viajes

Empleado, agencia de viajes - 4221

Empleado, agencia de viajes/venta de billetes - 4221

Gerente, agencia de viajes - 1319"
3333;Agentes de empleo y contratistas de mano de obra;Los agentes públicos y privados de colocación y los contratistas de mano de obra se dedican, según el caso, a adecuar la oferta a la demanda de trabajadores, señalando puestos de trabajo vacantes a los postulantes, a reunir o escoger los trabajadores que requiere cualquier empleador, público o privado, a menudo mediante el pago de un comisión, o a contratar la mano de obra necesaria para determinados proyectos u obras.;"a) colocar postulantes de empleo en puestos de trabajo vacantes notificados a oficinas públicas del empleo o asesorar en materia de formación pro- fesional y programas pertinentes;

b) encontrar trabajo para los postulantes mediante el pago de una comisión por los trabajadores o empleadores interesados;

c) consultar a los presuntos empleadores o a los organismos pertinentes acerca de las calificaciones y otras características de los trabajadores que requieren;

d) conseguir trabajadores que reúnan las calificaciones y otros requisitos previstos y cumplir todas las formalidades pertinentes de conformidad con la reglamentación nacional o internacional aplicable y otras exigencias;

e) garantizar que los contratos de trabajo cumplan las normas legales vigentes y firmar tales contratos cuando así se requiera;

f) desempeñar tareas afines;

g) supervisar a otros trabajadores.";;"Agente, oficina de colocación

Contratista, mano de obra

Funcionario, servicio del empleo"
3334;Agentes inmobiliarios;Los agentes inmobiliarios se ocupan de la compraventa, alquiler y arrendamiento de bienes inmuebles, generalmente en representación de clientes y contra el pago de una comisión.;"a) obtener informaciones sobre las propiedades en venta o en alquiler y acerca de las necesidades de los eventuales compradores o arrendatarios;

b) enseñar las propiedades en venta o en alquiler a eventuales compradores o arrendatarios y explicarles las condiciones de venta, de alquiler o de arrendamiento;

c) preparar contratos de alquiler y, dado el caso, la transferencia de derechos de propiedad;

d) cobrar el alquiler y el importe de depósitos a cuenta o fianza en nombre del propietario y examinar los bienes inmuebles antes y después de su arrendamiento y durante el período que dure éste;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Agente inmobiliario

Corredor, fincas

Vendedor, propiedades inmuebles

Empleado, hipotecas - 4122"
3339;Agentes de servicios comerciales no clasificados bajo otros epígrafes;"Este grupo primario abarca a los especialistas en organización y administración de empresas y afines no clasificados separadamente en el subgrupo 241 : Especialistas en organización y administración de empresas y afines.

Por ejemplo, habrá que clasificar en este grupo primario a los especialistas que estudian, aplican o brindan asesoramiento respecto de diversos métodos y técnicas de gestión de empresas en esferas relativas a la comercialización, publicidad, relaciones públicas, aplicación de normas sobre patentes y marcas, consultoría sobre el establecimiento y funcionamiento de un negocio, y formas de aplicar los principios de la economía doméstica.";"a) investigar, determinar y brindar asesoramiento respecto del nivel de ventas para ciertos productos o servicios y los posibles mercados y tendencias futuras;

b) planificar o dirigir y coordinar la organización de campañas publicitarias, y asesorar al respecto;

c) estudiar y llevar a cabo programas de relaciones públicas a fin de mejorar la información y comprensión del público acerca de la empresa o estableci- miento de que se trate;

d) asesorar sobre marcas y patentes, ayudar a preparar solicitudes de marcas o patentes o a examinar las solicitudes presentadas para su registro y preparar informes exponiendo las razones por las cuales se debiera conceder o denegar una marca o patente;

e) estudiar aspectos financieros y legales, de organización, de comercialización y de otra índole relacionados con la creación y marcha de un negocio, y asesorar al respecto;

f) estudiar e interpretar los principios de la economía doméstica y de la gestión y brindar asesoramiento pertinente a fin de promover el bienestar de las familias, el consumo de artículos domésticos en los hogares o la producción de nuevos bienes o servicios;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Agente, marcas y patentes

Analista, mercados

Ecónomo, economía doméstica

Especialista, relaciones públicas

Publicista, responsable de campana publicitaria

Director de departamento, producción y operaciones/industria manufacturera - 1222"
334;Secretarios administrativos y especializados;Otros maestros e instructores de nivel medio se dedican a la instrucción en esferas ajenas a la enseñanza primaria, preescolar o especial.;Las tareas desempeñadas por lo común incluyen la instrucción de pilotos de aeronaves o la enseñanza de la conducción de vehículos automotores, locomotoras y otras máquinas. Esas tareas pueden incluir la supervisión de otros trabajadores.;Cabe haber observar que, habida cuenta de las tareas específicas desempeñadas, del grado de responsabilidad que entrañen y de los requisitos educativos y exigencias de formación en distintos países, acaso convenga clasificar algunas o todas las ocupaciones identificadas en este subgrupo en el grupo primario 2359: Otros profesionales de la enseñanza, no clasificados bajo otros epígrafes.;
3341;Supervisores de secretaría;Los profesionales de nivel medio de servicios administrativos y afines ejecutan y apoyan las actividades de comunicación, documentación y coordinación de la gestión interna de una unidad orgánica para asistir al jefe de la unidad o a otro personal, y levantan actas taquigráficas de reuniones.;"a) redactar correspondencia y actas administrativas;

b) proponer, hacer fijar y vigilar el cumplimiento de plazos y fechas límites y de recordatorios periódicos;

c) examinar solicitudes de convocación de reuniones y citas, determinar sistemáticamente las fechas de tales reuniones y viajes y organizar unas y otros para el jefe de la unidad y otros miembros del personal;

d) ayudara preparar presupuestos, a controlar gastos, a redactar contratos y a establecer solicitudes y órdenes de compra o adquisición;

e) ayudar al jefe de la unidad y a otro personal en estudios, encuestas y análisis de carácter administrativo;

f) ayudar al jefe de la unidad a organizar la recepción y acogida de visitantes o miembros del personal;

g) redactar actas detalladas de sesiones del parlamento, de los tribunales o de otros cuerpos mediante la taquigrafía o la estenotipia u otros métodos para recoger y transcribir textualmente las intervenciones;

h) redactar cartas comerciales o técnicas Y otra correspondencia del mismo carácter y responder a las mismas;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Corresponsal, nivel medio

Secretario, administrativo

Taquígrafo de actas

Secretaria - 4115"
3342;Secretarios jurídicos;Los profesionales de nivel medio de servicios administrativos y afines ejecutan y apoyan las actividades de comunicación, documentación y coordinación de la gestión interna de una unidad orgánica para asistir al jefe de la unidad o a otro personal, y levantan actas taquigráficas de reuniones.;"a) redactar correspondencia y actas administrativas;

b) proponer, hacer fijar y vigilar el cumplimiento de plazos y fechas límites y de recordatorios periódicos;

c) examinar solicitudes de convocación de reuniones y citas, determinar sistemáticamente las fechas de tales reuniones y viajes y organizar unas y otros para el jefe de la unidad y otros miembros del personal;

d) ayudara preparar presupuestos, a controlar gastos, a redactar contratos y a establecer solicitudes y órdenes de compra o adquisición;

e) ayudar al jefe de la unidad y a otro personal en estudios, encuestas y análisis de carácter administrativo;

f) ayudar al jefe de la unidad a organizar la recepción y acogida de visitantes o miembros del personal;

g) redactar actas detalladas de sesiones del parlamento, de los tribunales o de otros cuerpos mediante la taquigrafía o la estenotipia u otros métodos para recoger y transcribir textualmente las intervenciones;

h) redactar cartas comerciales o técnicas Y otra correspondencia del mismo carácter y responder a las mismas;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Corresponsal, nivel medio

Secretario, administrativo

Taquígrafo de actas

Secretaria - 4115"
3343;Secretarios administrativos y ejecutivos;Los profesionales de nivel medio de servicios administrativos y afines ejecutan y apoyan las actividades de comunicación, documentación y coordinación de la gestión interna de una unidad orgánica para asistir al jefe de la unidad o a otro personal, y levantan actas taquigráficas de reuniones.;"a) redactar correspondencia y actas administrativas;

b) proponer, hacer fijar y vigilar el cumplimiento de plazos y fechas límites y de recordatorios periódicos;

c) examinar solicitudes de convocación de reuniones y citas, determinar sistemáticamente las fechas de tales reuniones y viajes y organizar unas y otros para el jefe de la unidad y otros miembros del personal;

d) ayudara preparar presupuestos, a controlar gastos, a redactar contratos y a establecer solicitudes y órdenes de compra o adquisición;

e) ayudar al jefe de la unidad y a otro personal en estudios, encuestas y análisis de carácter administrativo;

f) ayudar al jefe de la unidad a organizar la recepción y acogida de visitantes o miembros del personal;

g) redactar actas detalladas de sesiones del parlamento, de los tribunales o de otros cuerpos mediante la taquigrafía o la estenotipia u otros métodos para recoger y transcribir textualmente las intervenciones;

h) redactar cartas comerciales o técnicas Y otra correspondencia del mismo carácter y responder a las mismas;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Corresponsal, nivel medio

Secretario, administrativo

Taquígrafo de actas

Secretaria - 4115"
3344;Secretarios médicos;Los profesionales de nivel medio de servicios administrativos y afines ejecutan y apoyan las actividades de comunicación, documentación y coordinación de la gestión interna de una unidad orgánica para asistir al jefe de la unidad o a otro personal, y levantan actas taquigráficas de reuniones.;"a) redactar correspondencia y actas administrativas;

b) proponer, hacer fijar y vigilar el cumplimiento de plazos y fechas límites y de recordatorios periódicos;

c) examinar solicitudes de convocación de reuniones y citas, determinar sistemáticamente las fechas de tales reuniones y viajes y organizar unas y otros para el jefe de la unidad y otros miembros del personal;

d) ayudara preparar presupuestos, a controlar gastos, a redactar contratos y a establecer solicitudes y órdenes de compra o adquisición;

e) ayudar al jefe de la unidad y a otro personal en estudios, encuestas y análisis de carácter administrativo;

f) ayudar al jefe de la unidad a organizar la recepción y acogida de visitantes o miembros del personal;

g) redactar actas detalladas de sesiones del parlamento, de los tribunales o de otros cuerpos mediante la taquigrafía o la estenotipia u otros métodos para recoger y transcribir textualmente las intervenciones;

h) redactar cartas comerciales o técnicas Y otra correspondencia del mismo carácter y responder a las mismas;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Corresponsal, nivel medio

Secretario, administrativo

Taquígrafo de actas

Secretaria - 4115"
34;Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines;"Otros técnicos y profesionales de nivel medio realizan labores técnicas relacionadas con la aplicación de los conocimientos de asuntos financieros y comerciales, de la administración y gestión de empresas y teneduría de libros, de los servicios jurídicos, estadísticos, administrativos y sociales, de los servicios de protección y seguridad y de ciertos servicios públicos (aduana;";"Las tareas desempeñadas por lo común por los trabajadores de este subgrupo principal incluyen las que requieren operaciones y actividades especializadas como las siguientes: operaciones de cambio, bolsa, seguros, bienes inmobiliarios, comercialización de productos, turismo, tasación y subasta; servicios para empresas en calidad de agentes o compradores comerciales o de contratistas de mano de obra; servicios de administración de empresas, teneduría de libros, jurídicos, estadísticos y otros; servicios a cargo de la administración pública, como pueden ser los de control de fronteras, aduana, migraciones, fisco, seguridad social, colocación en el empleo, autorizaciones y licencias, y policía, servicios de asistencia social; diseño industrial; decoración de interiores;";Cabe hacer observar que, habida cuenta de las tareas específicas desempeñadas, del grado de responsabilidad que entrañen y de los requisitos educativos y exigencias de formación en distintos países, acaso convenga clasificar algunas de las ocupaciones identificadas en este subgrupo principal en el subgrupo principal 24: Otros profesionales científicos intelectuales. Tales casos pueden darse principalmente en lo que concierne a las ocupaciones clasificadas en el subgrupo 346: Trabajadores y asistentes sociales de nivel medio.;
341;Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos;Los profesionales de nivel medio en operaciones financieras y comerciales se dedican a la compraventa de valores, acciones, obligaciones y otros títulos financieros o de divisas y bienes raíces, a la venta de seguros de diversos tipos, servicios de turismo y otros servicios comerciales, a la representación de negociantes mayoristas o al corretaje o la compra de mercancías al por mayor, o a la tasación y subasta de productos, bienes inmobiliarios y otras propiedades.;"Las tareas desempeñadas por lo común incluyen las siguientes: analizar las tendencias del mercado en lo que concierne a distintos valores, divisas, productos y bienes raíces cotizados y realizar operaciones de compraventa en nombre propio o en representación de clientes; aconsejar en materia de seguros y vender contratos de seguros; registrar debidamente transferencias de títulos financieros o de bienes inmuebles; organizar y vender servicios de turismo y asegurar al respecto; asegurar la venta mayorista de diversos productos o de máquinas e instalaciones técnicas en representación de los fabricantes o importadores; asegurar la compra de bienes y servicios en representación de diversos organismos, o tasar el valor de productos, bienes inmuebles y otros bienes y venderlos en subastas. Pueden recibir orientación de Directores de empresa o de Profesionales científicos e intelectuales.";;
3411;Profesionales de nivel medio del derecho y servicios legales y afines;Los profesionales de nivel medio del derecho y servicios legales o afines ayudan a los Directores de empresa, a los Gerentes de empresa, a los Abogados y a otros profesionales en relación con cuestiones jurídicas y conexas, incluidas las relativas a seguros, préstamos y otras transacciones financieras.;"a) examinar, o tomar las disposiciones pertinentes para hacer examinar, docu- mentos jurídicos y otros textos pertinentes;

b) preparar documentos que resuman opiniones jurídicas o jurisprudencia o establezcan condiciones de préstamos o de seguros;

c) asesorar a clientes y agentes sobre cuestiones jurídicas o técnicas en casos individuales;

d) registrar documentos sobre transferencias de propiedades, títulos y valores u otros asuntos que requieren registro oficial;

e) comprobar la validez de documentos y transmitir documentos al registro de accionistas de una compañía;

f) desempeñar tareas afines;

g) supervisar a otros trabajadores.";;"Auxiliar, bufete/abogado

Auxiliar, escribanía/transferencia de bienes raíces

Oficial, sala de tribunales

Pasante, abogado

Secretario, juzgado"
343;Profesionales de nivel medio en actividades culturales, artísticas y culinarias;Los profesionales de nivel medio de servicios de administración llevan a cabo y apoyan las tareas de comunicación, documentación y coordinación necesarias para la gestión interna de una unidad orgánica y organizan la difusión de informaciones entre distintas unidades de un mismo organismo.;"Las tareas desempeñadas por lo común incluyen las siguientes: realizar y apoyar actividades de comunicación, documentación y coordinación necesaria para la gestión de una unidad orgánica con el fin de asistir al jefe de la unidad o a otro personal; levantar actas taquigráficas de reuniones; examinar y resumir actas, documentos y expedientes jurídicos; llevar registros completos de transacciones financieras; compilar, tratar y presentar datos matemáticos, estadísticos y actuariales. Pueden recibir orientación de Directores de empresa o de Profesionales científicos e intelectuales. Sus tareas pueden incluir la supervisión de otros trabajadores.";;
3431;Fotógrafos;Los fotógrafos y operadores de equipos de grabación de imagen y sonido hacen fotografías y controlan y manejan cámaras de cine y de vídeo y otros equipos para grabar, ajustar y retocar imágenes y sonido.;"a) hacer fotografías con fines científicos, industriales, publicitarios y comerciales o de otra índole y para ilustrar noticias y otros textos escritos en diarios, revistas y otras publicaciones;

b) retratar a personas y grupos de personas;

c) emplazar, ajustar y operar cámaras de cine, televisión y vídeo, así como cámaras de objetivo microscópico y otros aparatos de grabación de imágenes para fines especiales, comprendida la fotografía aérea u otros fines;

d) verificar equipos de grabación de sonido para películas cinematográficas, cintas de vídeo, discos de gramófono, cintas magnetofónicas, discos digitales, emisión directa por radio o televisión u otros fines;

e) verificar y operar equipos para ajustar, mejorar y combinar grabaciones de imágenes y sonido hasta obtener resultados de calidad satisfactoria y para crear efectos especiales de imágenes y sonido;

f) aplicar conocimientos técnicos de los principios y prácticas de la grabación y retoque de imágenes y sonido para identificar y resolver los problemas que surjan en el curso de su trabajo;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Camarógrafo, cinematógrafo

Fotógrafo

Operador, equipos de radio y televisión

Operador, grabación de sonido

Fotograbador - 7343

Fotolitograbador, imprenta - 7343

Reparador, receptores/radio y televisión - 7243
   "
35;Técnicos de la tecnología de la información y las comunicaciones;;;;
351;Técnicos en operaciones de tecnología de la información y las comunicaciones y asistencia al usuario;;;;
3511;Técnicos en operaciones de tecnología de la información y las comunicaciones;Los técnicos en control de equipos informáticos operan y controlan las computadoras u ordenadores y unidades periféricas utilizados para registrar, almacenar, transmitir y tratar información registrada en forma digital y presentarla en forma escrita, numérica o gráfica sobre una pantalla o impresa en papel o película.;"a) accionar y controlar computadoras y equipos periféricos para registrar, almacenar, transmitir y tratar información digital y representarla en forma escrita, numérica o gráfica sobre una pantalla o impresa en papel o película;

b) organizar operaciones en serie de tratamiento de datos para garantizar su ejecución correcta y eficiente en tiempo oportuno;

c) montar las cintas y discos magnéticos a medida que hace falta para tratar o registrar información digital y encargarse de cuidar la biblioteca de discos y cintas d) llevar un registro de las operaciones realizadas;

e) desplazar, transcribir o reproducir informaciones y datos computadorizados con objeto de poder conservar en otra parte del sistema informático copias del material original sin posibilidad de deterioro o pérdida, ateniéndose para ello a los procedimientos establecidos con ese fin;

f) aplicar el conocimiento técnico de los principios y prácticas del manejo de computadoras y de unidades periféricas para identificar y resolver los problemas que surjan en el curso de su trabajo, y hacer reparaciones y ajustes de poca importancia;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Operador, equipos informáticos/unidades periféricas

Operador, equipos informáticos/unidades periféricas (impresoras electrónicas de alta velocidad)

Mecánico, computadoras - 7242

Técnico-electronicista - 3114"
3512;Técnicos en asistencia al usuario de tecnología de la información y las comunicaciones;Los técnicos en programación informática ayudan a los usuarios de microcomputadoras o microordenadores y de conjuntos de programas normalizados en el momento de la instalación o cuando surjan problemas de utilización, instalan nuevos programas informáticos en determinadas configuraciones de equipo y sistemas operativos, instalan nuevas unidades periféricas y mantienen y actualizan los programas existentes introduciendo cambios y reajustes de escasa complejidad o importancia, sujetos a la orientación de Profesionales de la informática.;"a) ayudar a los usuarios de microcomputadoras y microordenadores y de siste- mas de programación normalizados en el momento de la instalación y cuando surjan problemas;

b) instalar nuevos programas informáticos en determinadas configuraciones de equipos y sistemas operativos;

c) instalar nuevas unidades periféricas y hacer los ajustes necesarios en los elementos variables de los programas de código y control numérico de las computadoras y de los mecanismos para activar el sistema operativo;

d) introducir y mantener en vigor programas informáticos y actualizarlos introduciendo cambios y reajustes en ellos de escasa complejidad o importancia bajo la orientación de Profesionales de la informática; e) mantener en vigor y actualizar la documentación sobre programas e instala- ciones informáticos;

f) aplicar conocimientos técnicos de los principios y prácticas en materia de programación y tratamiento informáticos para identificar y resolver los problemas que surjan en el curso de su trabajo;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Técnico, análisis informático

Técnico, programación informática

Técnico, servicios informáticos para usuarios

Mecánico, computadoras - 7242

Técnico-electronicista - 3114"
3513;Técnicos en redes y sistemas de computadores;"Este grupo primario abarca a los profesionales de la informática no clasificados separadamente en el subgrupo 213: Profesionales de la informática.

Por ejemplo, habrá que clasificar en este grupo primario a quienes tienen conocimientos generales de los equipos e instalaciones informáticos y de los soportes y programas lógicos para la utilización de computadoras.";"a) crear y desarrollar aplicaciones de los soportes y programas lógicos y sistemas de operación de computadoras;

b) mantener actualizadas y en buen funcionamiento las aplicaciones de los soportes y los programas lógicos y los sistemas de operación de computa- doras;

c) instalar computadoras y establecer diagnósticos sobre equipos e instala- ciones informáticos;

d) desempeñar tareas afines;

e) supervisar a otros trabajadores.";;Ingeniero, aplicaciones de la informática
3514;Técnicos de la Web;Los técnicos en programación informática ayudan a los usuarios de microcomputadoras o microordenadores y de conjuntos de programas normalizados en el momento de la instalación o cuando surjan problemas de utilización, instalan nuevos programas informáticos en determinadas configuraciones de equipo y sistemas operativos, instalan nuevas unidades periféricas y mantienen y actualizan los programas existentes introduciendo cambios y reajustes de escasa complejidad o importancia, sujetos a la orientación de Profesionales de la informática.;"a) ayudar a los usuarios de microcomputadoras y microordenadores y de siste- mas de programación normalizados en el momento de la instalación y cuando surjan problemas;

b) instalar nuevos programas informáticos en determinadas configuraciones de equipos y sistemas operativos;

c) instalar nuevas unidades periféricas y hacer los ajustes necesarios en los elementos variables de los programas de código y control numérico de las computadoras y de los mecanismos para activar el sistema operativo;

d) introducir y mantener en vigor programas informáticos y actualizarlos introduciendo cambios y reajustes en ellos de escasa complejidad o importancia bajo la orientación de Profesionales de la informática; e) mantener en vigor y actualizar la documentación sobre programas e instala- ciones informáticos;

f) aplicar conocimientos técnicos de los principios y prácticas en materia de programación y tratamiento informáticos para identificar y resolver los problemas que surjan en el curso de su trabajo;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Técnico, análisis informático

Técnico, programación informática

Técnico, servicios informáticos para usuarios

Mecánico, computadoras - 7242

Técnico-electronicista - 3114"
