id;ocupacion;descripcion;competencia;observacion;ocu_2;comp
22;Profesionales_de_la_salud;Los profesionales de las ciencias biológicas, la medicina y la salud realizan investigaciones y perfeccionan o desarrollan conceptos, teorías y métodos, o aplican los conocimientos científicos en campos como la biología en sus distintas ramas y disciplinas conexas (botánica, zoología, citología, histología, morfología, fisiología, patología, embriología, ecología, genética, microbiología, bioquímica, biofísica, biometría, agronomía, zootecnia, farmacología), la medicina y otras ramas y disciplinas relativas.;"a) Las tareas desempeñadas por lo común por los trabajadores comprendidos en este subgrupo principal incluyen las siguientes: realizar investigaciones, brindar asesoramiento y ampliar o aplicar los conocimientos científicos adquiridos mediante el estudio de todas las formas de vida humana, animal y vegetal, incluidos órganos, tejidos, células y microorganismos específicos, y de los efectos que sobre ellos ejercen los factores ambientales o las drogas u otras sustancias; estudiar las enfermedades del hombre, de los animales y de las plantas; aplicar medidas preventivas y curativas y cuidados de enfermería y partería y asesorar al respecto; promover la salud, y preparar ponencias e informes científicos. Sus tareas pueden incluir la supervisión de otros trabajadores.

Cabe hacer, observar que, habida cuenta de la índole de las tareas específicas desempeñadas, del grado de responsabilidad que entrañen y de los requisitos educativos y las exigencias de formación en distintos países, acaso convenga clasificar algunas de las ocupaciones identificadas en este subgrupo principal en el subgrupo principal 32: Técnicos y profesionales de nivel medio de las ciencias biológicas, la medicina y la salud. Tales casos pueden darse especialmente respecto de las ocupaciones clasificadas en el subgrupo 223: Personal de enfermería y partería de nivel superior.";;;['realizar_investigaciones_brindar_asesoramiento_y_ampliar_o_aplicar_los_conocimientos_científicos_adquiridos_mediante_el_estudio_de_todas_las_formas_de_vida_humana_animal_y_vegetal_incluidos_órganos_tejidos_células_y_microorganismos_específicos_y_de_los_efectos_que_sobre_ellos_ejercen_los_factores_ambientales_o_las_drogas_u_otras_sustancias', 'Estudiar_las_enfermedades_del_hombre_de_los_animales_y_de_las_plantas', 'Aplicar_medidas_preventivas_y_curativas_y_cuidados_de_enfermería_y_partería_y_asesorar_al_respecto', 'Promover_la_salud_y_preparar_ponencias_e_informes_científicos._sus_tareas_pueden_incluir_la_supervisión_de_otros_trabajadores.\n\ncabe_hacer_observar_que_habida_cuenta_de_la_índole_de_las_tareas_específicas_desempeñadas_del_grado_de_responsabilidad_que_entrañen_y_de_los_requisitos_educativos_y_las_exigencias_de_formación_en_distintos_países_acaso_convenga_clasificar_algunas_de_las_ocupaciones_identificadas_en_este_subgrupo_principal_en_el_subgrupo_principal_32:_técnicos_y_profesionales_de_nivel_medio_de_las_ciencias_biológicas_la_medicina_y_la_salud._tales_casos_pueden_darse_especialmente_respecto_de_las_ocupaciones_clasificadas_en_el_subgrupo_223:_personal_de_enfermería_y_partería_de_nivel_superior.']
24;Especialistas_en_organización_de_la_administración_publica_y_de_empresas;"Los otros profesionales científicos e intelectuales realizan estudios o investigaciones e idean, perfeccionan o desarrollan conceptos, teorías y métodos en sus respectivos campos, o bien aplican los conocimientos pertinentes sea en materia de difusión de informaciones, organización y gestión de empresas o en relación con determinadas disciplinas, profesiones y actividades, como el derecho, las ciencias sociales y conexas - economía, sociología, antropología, filosofía, historia, política y trabajo social ; las humanidades, incluidos la filosofía y los idiomas, y las artes, los espectáculos públicos y la religión.";"a) Las tareas desempeñadas por lo común por los trabajadores de este subgrupo principal incluyen las siguientes: difundir informaciones e idear o aplicar métodos sobre organización, dirección y gestión de empresas o administración y observancia de las leyes; desarrollar o aplicar los conocimientos resultantes del estudio del comportamiento individual o colectivo, del florecimiento y evolución de los idiomas y de las doctrinas, teorías, conceptos, sistemas y organizaciones de carácter filosófico, político, económico, jurídico, educativo, social, religioso o de otra índole, en su proyección histórica y sus presentes perspectivas; concebir, crear, representar y ejecutar obras de arte o espectáculos y escribir artículos, comunicaciones y libros científicos o de carácter académico. Esas tareas pueden incluir la supervisión de otros trabajadores.";Cabe hacer observar que, habida cuenta de las tareas específicas desempeñadas, del grado de responsabilidad que entrañen y de los requisitos educativos y exigencias de formación en distintos países, acaso convenga clasificar algunas de las ocupaciones identificadas en este subgrupo principal en el subgrupo principal 34: Otros técnicos y profesionales de nivel medio. Tales casos pueden darse principalmente en lo que concierne a las ocupaciones clasificadas en el grupo primario 2446: Profesionales del trabajo social.;;['difundir_informaciones_e_idear_o_aplicar_métodos_sobre_organización_dirección_y_gestión_de_empresas_o_administración_y_observancia_de_las_leyes', 'Desarrollar_o_aplicar_los_conocimientos_resultantes_del_estudio_del_comportamiento_individual_o_colectivo_del_florecimiento_y_evolución_de_los_idiomas_y_de_las_doctrinas_teorías_conceptos_sistemas_y_organizaciones_de_carácter_filosófico_político_económico_jurídico_educativo_social_religioso_o_de_otra_índole_en_su_proyección_histórica_y_sus_presentes_perspectivas', 'Concebir_crear_representar_y_ejecutar_obras_de_arte_o_espectáculos_y_escribir_artículos_comunicaciones_y_libros_científicos_o_de_carácter_académico._esas_tareas_pueden_incluir_la_supervisión_de_otros_trabajadores.']
25;Profesionales_de_tecnología_de_la_información_y_las_comunicaciones;;;;;[]
26;Profesionales_en_derecho_en_ciencias_sociales_y_culturales;;;;;[]
31;Profesionales_de_las_ciencias_y_la_ingeniería_de_nivel_medio;Los técnicos y profesionales de nivel medio de las ciencias físicas y químicas, la ingeniería y afines desempeñan funciones técnicas relacionadas con la investigación y la aplicación de conceptos y métodos en los campos de las ciencias físicas y químicas y de la ingeniería, la tecnología y la informática, o bien controlan y operan máquinas y equipos técnicos, pilotan aeronaves, dirigen la navegación de buques y otras embarcaciones e investigan las condiciones de seguridad en las fábricas y de los procesos y productos.;"a) Las tareas desempeñadas por lo común por los trabajadores de este subgrupo principal incluyen las siguientes: emprender y realizar operaciones técnicas en distintas ramas de las ciencias físicas y químicas, la ingeniería y la informática; accionar y controlar instrumentos, aparatos, equipos y sistemas ópticos, electrónicos y similares; pilotar aeronaves o dirigir la navegación de buques y otras embarcaciones, e inspeccionar el cumplimiento de reglamentos de seguridad en construcciones, procesos, equipos y productos. Pueden recibir orientación del Personal directivo de la administración pública, de Directores de empresa o de Profesionales científicos e intelectuales. Sus tareas pueden incluir la supervisión de otros trabajadores.";;;['emprender_y_realizar_operaciones_técnicas_en_distintas_ramas_de_las_ciencias_físicas_y_químicas_la_ingeniería_y_la_informática', 'Accionar_y_controlar_instrumentos_aparatos_equipos_y_sistemas_ópticos_electrónicos_y_similares', 'Pilotar_aeronaves_o_dirigir_la_navegación_de_buques_y_otras_embarcaciones_e_inspeccionar_el_cumplimiento_de_reglamentos_de_seguridad_en_construcciones_procesos_equipos_y_productos._pueden_recibir_orientación_del_personal_directivo_de_la_administración_pública_de_directores_de_empresa_o_de_profesionales_científicos_e_intelectuales._sus_tareas_pueden_incluir_la_supervisión_de_otros_trabajadores.']
32;Profesionales_de_nivel_medio_de_la_salud;Los técnicos y profesionales de nivel medio de las ciencias biológicas, la medicina y la salud efectúan tareas técnicas relacionadas con la investigación y con la aplicación de conceptos, teorías, principios y métodos en materias relacionadas con los seres orgánicos, incluidas la agricultura, la ganadería y la silvicultura, así como la sanidad, la medicina y la farmacia, y prestan servicios de enfermería, partería y curación paramédica.;;Cabe hacer observar que, habida cuenta de las tareas específicas desempeñadas, del grado de responsabilidad que entrañen y de los requisitos educativos y exigencias de formación en distintos países, acaso convenga clasificar algunas de las ocupaciones identificadas en este subgrupo principal en el subgrupo principal 22: Profesionales de las ciencias -biológicas, la medicina y la salud. Tales casos pueden darse especialmente en lo que concierne a las ocupaciones del subgrupo 323: Personal de enfermería y partería de nivel medio.;;[]
33;Profesionales_de_nivel_medio_en_operaciones_financieras_y_administrativas;Los maestros e instructores de nivel medio enseñan diversas materias del ciclo de instrucción primaria o preescolar, organizan actividades educativas para infantes de edad inferior a la exigida para el ingreso en las escuelas primarias, o dan cursos para niños, jóvenes y adultos física o mentalmente disminuidos o para personas con dificultades de aprendizaje.;"a) Las tareas desempeñadas por lo común por los trabajadores de este subgrupo principal incluyen las siguientes: preparar metódicamente el programa de enseñanza y enseñar las materias pertinentes del ciclo de instrucción primaria o preescolar: programar y organizar actividades destinadas a desarrollar las aptitudes expresivas, físicas y sociales de los niños; adaptar los planes de instrucción a las características y necesidades de distintos grupos de inválidos, sean éstos niños, jóvenes o adultos física o mentalmente disminuidos, y enseñarles recurriendo a técnicas y medios apropiados - como pueden ser el sistema de escritura braille, el de lectura labial u otros -; preparar informes escolares o docentes; enseñar sistemáticamente otras materias, como el pilotaje de aeronaves o la conducción de vehículos automotores. Sus tareas pueden incluir la supervisión de otros trabajadores.";"Cabe hacer observar que, habida cuenta de las tareas específicas desempeñadas, del grado de responsabilidad que entrañen y de los requisitos educativos y exigencias de formación en distintos países, acaso convenga clasificar algunas de las ocupaciones identificadas en este subgrupo principal en el subgrupo principal 23: Profesionales de la enseñanza. Esto se aplica, en especial, a las ocupaciones clasificadas en el subgrupo 33 l: Maestros de nivel medio de la enseñanza primaria ; en el subgrupo 332: Maestros de nivel medio de la enseñanza preescolar y en el subgrupo 333: Maestros de nivel medio de la enseñanza especial.";;['preparar_metódicamente_el_programa_de_enseñanza_y_enseñar_las_materias_pertinentes_del_ciclo_de_instrucción_primaria_o_preescolar:_programar_y_organizar_actividades_destinadas_a_desarrollar_las_aptitudes_expresivas_físicas_y_sociales_de_los_niños', 'Adaptar_los_planes_de_instrucción_a_las_características_y_necesidades_de_distintos_grupos_de_inválidos_sean_éstos_niños_jóvenes_o_adultos_física_o_mentalmente_disminuidos_y_enseñarles_recurriendo_a_técnicas_y_medios_apropiados_-_como_pueden_ser_el_sistema_de_escritura_braille_el_de_lectura_labial_u_otros_-', 'Preparar_informes_escolares_o_docentes', 'Enseñar_sistemáticamente_otras_materias_como_el_pilotaje_de_aeronaves_o_la_conducción_de_vehículos_automotores._sus_tareas_pueden_incluir_la_supervisión_de_otros_trabajadores.']
34;Profesionales_de_nivel_medio_de_servicios_jurídicos_sociales_culturales_y_afines;"Otros técnicos y profesionales de nivel medio realizan labores técnicas relacionadas con la aplicación de los conocimientos de asuntos financieros y comerciales, de la administración y gestión de empresas y teneduría de libros, de los servicios jurídicos, estadísticos, administrativos y sociales, de los servicios de protección y seguridad y de ciertos servicios públicos (aduana;";"a) Las tareas desempeñadas por lo común por los trabajadores de este subgrupo principal incluyen las que requieren operaciones y actividades especializadas como las siguientes: operaciones de cambio, bolsa, seguros, bienes inmobiliarios, comercialización de productos, turismo, tasación y subasta; servicios para empresas en calidad de agentes o compradores comerciales o de contratistas de mano de obra; servicios de administración de empresas, teneduría de libros, jurídicos, estadísticos y otros; servicios a cargo de la administración pública, como pueden ser los de control de fronteras, aduana, migraciones, fisco, seguridad social, colocación en el empleo, autorizaciones y licencias, y policía, servicios de asistencia social; diseño industrial; decoración de interiores;";Cabe hacer observar que, habida cuenta de las tareas específicas desempeñadas, del grado de responsabilidad que entrañen y de los requisitos educativos y exigencias de formación en distintos países, acaso convenga clasificar algunas de las ocupaciones identificadas en este subgrupo principal en el subgrupo principal 24: Otros profesionales científicos intelectuales. Tales casos pueden darse principalmente en lo que concierne a las ocupaciones clasificadas en el subgrupo 346: Trabajadores y asistentes sociales de nivel medio.;;['Operaciones_de_cambio_bolsa_seguros_bienes_inmobiliarios_comercialización_de_productos_turismo_tasación_y_subasta', 'Servicios_para_empresas_en_calidad_de_agentes_o_compradores_comerciales_o_de_contratistas_de_mano_de_obra', 'Servicios_de_administración_de_empresas_teneduría_de_libros_jurídicos_estadísticos_y_otros', 'Servicios_a_cargo_de_la_administración_pública_como_pueden_ser_los_de_control_de_fronteras_aduana_migraciones_fisco_seguridad_social_colocación_en_el_empleo_autorizaciones_y_licencias_y_policía_servicios_de_asistencia_social', 'Diseño_industrial', 'Decoración_de_interiores', '']
35;Técnicos_de_la_tecnología_de_la_información_y_las_comunicaciones;;;;;[]
41;Oficinistas;Los oficinistas registran, organizan, archivan y recuperan datos e informaciones relacionados con el trabajo que se les confía y utilizan computadoras u ordenadores para computadorizar datos financieros, actuariales, estadísticos y contables y otras cifras.;"a) Las tareas desempeñadas por lo común por los trabajadores de este subgrupo principal incluyen las siguientes: trabajos de taquigrafía y mecanografía; operar máquinas de tratamiento de textos, calculadoras, copiadoras, contables y otras máquinas de oficina similares; realizar tareas de secretaría, registrar y computadorizar datos numéricos, inclusive contables, financieros, estadísticos y actuariales; verificar los planes de producción, los niveles de existencia y la oportuna expedición de las mercancías; llevar registros sobre transporte de pasajeros y de mercancías y coordinar esas operaciones; realizar tareas administrativas en bibliotecas; archivar documentos; realizar tareas relacionadas con los servicios de correos; preparar y verificar pruebas de imprenta; escribir en sustitución de personas analfabetas o con dificultades de escritura; realizar una amplia gama de tareas oficinescas generales. Sus tareas pueden incluir la supervisión de otros trabajadores.";;;['trabajos_de_taquigrafía_y_mecanografía', 'Operar_máquinas_de_tratamiento_de_textos_calculadoras_copiadoras_contables_y_otras_máquinas_de_oficina_similares', 'Realizar_tareas_de_secretaría_registrar_y_computadorizar_datos_numéricos_inclusive_contables_financieros_estadísticos_y_actuariales', 'Verificar_los_planes_de_producción_los_niveles_de_existencia_y_la_oportuna_expedición_de_las_mercancías', 'Llevar_registros_sobre_transporte_de_pasajeros_y_de_mercancías_y_coordinar_esas_operaciones', 'Realizar_tareas_administrativas_en_bibliotecas', 'Archivar_documentos', 'Realizar_tareas_relacionadas_con_los_servicios_de_correos', 'Preparar_y_verificar_pruebas_de_imprenta', 'Escribir_en_sustitución_de_personas_analfabetas_o_con_dificultades_de_escritura', 'Realizar_una_amplia_gama_de_tareas_oficinescas_generales._sus_tareas_pueden_incluir_la_supervisión_de_otros_trabajadores.']
42;Empleados_en_trato_directo_con_el_público;Los empleados en trato directo con el público tratan directamente con la clientela o el público en materia de pagos y cobros y otras operaciones de caja, arreglos de viaje o información y concertación de entrevistas, y aseguran las comunicaciones telefónicas dentro de una empresa o establecimiento.;"a) Las tareas desempeñadas por lo común por los trabajadores de este subgrupo principal incluyen las siguientes: realizar operaciones de caja en bancos, oficinas públicas de correos, establecimientos de apuestas o de juegos de azar o pagos y cobros por bienes y servicios adquiridos o contratados; organizar y llevar registros de viajes brindar información a los clientes y concertar entrevistas u operar un servicio telefónico. Sus tareas pueden incluir la supervisión de otros trabajadores.";;;['realizar_operaciones_de_caja_en_bancos_oficinas_públicas_de_correos_establecimientos_de_apuestas_o_de_juegos_de_azar_o_pagos_y_cobros_por_bienes_y_servicios_adquiridos_o_contratados', 'Organizar_y_llevar_registros_de_viajes_brindar_información_a_los_clientes_y_concertar_entrevistas_u_operar_un_servicio_telefónico._sus_tareas_pueden_incluir_la_supervisión_de_otros_trabajadores.']
43;Empleados_contables_y_encargados_del_registro_de_materiales;;;;;[]
74;Trabajadores_especializados_en_electricidad_y_la_elecrotecnología;Los otros oficiales, operarios y artesanos de artes mecánicas y de otros oficios tratan y elaboran materias primas agrícolas y de la pesca y las transforman en alimentos y otros productos o fabrican y reparan productos de madera, fibras textiles, piel, cuero y otras materias.;"a) Sus tareas y funciones requieren un trabajo manual combinado con la utilización de herramientas o máquinas herramientas de uso manual para reducir el esfuerzo físico necesario y el tiempo preciso para efectuar las labores, así como para mejorar la calidad de los trabajos realizados y de los productos terminados. Estas ocupaciones exigen conocimientos de la organización del trabajo y de los materiales, máquinas y herramientas utilizados, así como de la naturaleza y los usos a que se destinan los productos acabados.

Las tareas,desempeñadas por lo común incluyen las siguientes: elaboración, transformación y manufactura de productos de carne, pescado, hortalizas, cereales, frutas, tabaco y productos similares; degustación y clasificación de alimentos y bebidas: tratamiento y transformación de fibras naturales, pieles y cueros, fabricación y reparación de muebles y artículos de madera; preparación de pellejos, pieles o cueros para su uso ulterior y fabricación y reparación de productos textiles, prendas de vestir, sombreros, calzado y productos similares.";Las ocupaciones que abarcan tareas sencillas y rutinarias realizadas principalmente mediante el uso de herramientas manuales, cierto esfuerzo físico, poca o ninguna experiencia ni conocimiento previos del trabajo y escasa iniciativa o capacidad de juicio se clasifican en el gran grupo 9: Trabajadores no calificados.;;['Sus_tareas_y_funciones_requieren_un_trabajo_manual_combinado_con_la_utilización_de_herramientas_o_máquinas_herramientas_de_uso_manual_para_reducir_el_esfuerzo_físico_necesario_y_el_tiempo_preciso_para_efectuar_las_labores_así_como_para_mejorar_la_calidad_de_los_trabajos_realizados_y_de_los_productos_terminados._estas_ocupaciones_exigen_conocimientos_de_la_organización_del_trabajo_y_de_los_materiales_máquinas_y_herramientas_utilizados_así_como_de_la_naturaleza_y_los_usos_a_que_se_destinan_los_productos_acabados.\n\nlas_tareasdesempeñadas_por_lo_común_incluyen_las_siguientes:_elaboración_transformación_y_manufactura_de_productos_de_carne_pescado_hortalizas_cereales_frutas_tabaco_y_productos_similares', 'Degustación_y_clasificación_de_alimentos_y_bebidas:_tratamiento_y_transformación_de_fibras_naturales_pieles_y_cueros_fabricación_y_reparación_de_muebles_y_artículos_de_madera', 'Preparación_de_pellejos_pieles_o_cueros_para_su_uso_ulterior_y_fabricación_y_reparación_de_productos_textiles_prendas_de_vestir_sombreros_calzado_y_productos_similares.']
