competencias;comp_original;parent_cod;cod
preparar manuale información profesional u ocupacional sistema clasificación ocupaciones;Preparar manuales de información profesional u ocupacional o sistemas de clasificación de ocupaciones;c00111;c0011167
preparar metódicamente programa enseñanza enseñar materia pertinente ciclo instrucción primaria preescolar : programar organizar actividade destinada desarrollar aptitude expresiva física sociale niños;preparar metódicamente el programa de enseñanza y enseñar las materias pertinentes del ciclo de instrucción primaria o preescolar: programar y organizar actividades destinadas a desarrollar las aptitudes expresivas físicas y sociales de los niños;c00044;c0004458
preparar ponencia informe carácter académico científico;Preparar ponencias e informes de carácter académico o científico;c02202;c0220284
preparar ponencia informe científicos;Preparar ponencias e informes científicos;c02202;c0220285
preparar presupuesto controlar operacione financieras;Preparar los presupuestos y controlar las operaciones financieras;c02200;c02200103
preparar programa docente;preparar el programa docente;c00044;c0004459
preparar tabaco fabricar cigarro puro cigarrillo producto . tarea pueden incluir supervisión trabajadore .;Preparar tabaco y fabricar cigarros puros cigarrillos y otros productos. sus tareas pueden incluir la supervisión de otros trabajadores.;c00025;c0002590
preparar verificar prueba imprenta;Preparar y verificar pruebas de imprenta;c00044;c0004460
presentar informe propietario si;Presentar informes a los propietarios si los hay;c02202;c0220286
presentar resultado operacione matemática estadística actua- riale gráfico cuadros;Presentar los resultados de operaciones matemáticas estadísticas o actua- riales en gráficos o cuadros;c00044;c0004461
prestación servicio jurídico sociale económico comerciale inclusive vinculado gestión empresas;La prestación de servicios jurídicos sociales económicos y comerciales inclusive los vinculados con la gestión de empresas;c02200;c02200104
prestación servicio técnico relacionado gestión empresa comercio finanza administración - inclusive refiere control cumplimiento cierta leye reglamento - protección asistencia sociales;La prestación de servicios técnicos relacionados con la gestión de empresas el comercio las finanzas la administración - inclusive en lo que se refiere al control del cumplimiento de ciertas leyes y reglamentos - y la protección y la asistencia sociales;c02200;c02200105
principale responsabilidade ma año experiencia posicion similar analisi requerimiento armado diseño funcional soporte mantenimiento evolutivo analisi incidente interactuar area usuarios;Principales responsabilidades  mas de  años de experiencia en una posicion similar analisis de requerimiento y armado del diseño funcional soporte mantenimiento evolutivo analisis de incidentes interactuar con areas usuarios;c00111;c0011168
proceder reajuste requieran acto asegurar funcionamiento correcto mecanismos;Proceder a los reajustes que se requieran en el acto para asegurar el funcionamiento correcto de los mecanismos;c02200;c02200106
proceso mecánico químico índole;Procesos mecánicos químicos o de otra índole;c00025;c0002591
procurando correcto funcionamiento sistema informatico seguridad informacion responsabilidade asegurar exito implementacion diferente proyecto desarrollo software monitorear cumplimiento proceso mantenimiento infraestructura supervisar correcta administracion base datos;Procurando el correcto funcionamiento de los sistemas informaticos y la seguridad de la informacion  responsabilidades  asegurar el exito e implementacion de los diferentes proyectos de desarrollo de software monitorear el cumplimiento de los procesos de mantenimiento a la infraestructura de ti supervisar la correcta administracion de las bases de datos;c00025;c0002592
profesional ingenieria sistema ingenieria industrial conocimiento herramienta ofimatica ( word excel power point outlook internet ) conocimiento procesamiento datos;Profesional en ingenieria de sistemas o ingenieria industrial conocimiento en herramientas ofimaticas (word excel power point outlook internet) conocimiento en procesamiento de datos;c00111;c0011169
programar reprogramar robot industriale funcione especiale capaces;Programar y reprogramar los robots industriales para las funciones especiales de que son capaces;c00025;c0002593
promover salud preparar ponencia informe científico . tarea pueden incluir supervisión trabajadores.\n\ncabe hacer observar cuenta índole tarea específica desempeñada grado responsabilidad entrañen requisito educativo exigencia formación distinto paíse acaso convenga clasificar ocupacione identificada subgrupo principal subgrupo principal 32 : técnico profesionale nivel medio ciencia biológica medicina salud . tale caso pueden darse especialmente respecto ocupacione clasificada subgrupo 223 : personal enfermería partería nivel superior .;Promover la salud y preparar ponencias e informes científicos. sus tareas pueden incluir la supervisión de otros trabajadores.\n\ncabe hacer observar que habida cuenta de la índole de las tareas específicas desempeñadas del grado de responsabilidad que entrañen y de los requisitos educativos y las exigencias de formación en distintos países acaso convenga clasificar algunas de las ocupaciones identificadas en este subgrupo principal en el subgrupo principal 32: técnicos y profesionales de nivel medio de las ciencias biológicas la medicina y la salud. tales casos pueden darse especialmente respecto de las ocupaciones clasificadas en el subgrupo 223: personal de enfermería y partería de nivel superior.;c02202;c0220287
promoviendo consistentemente conciencia hacia seguridad personal directo indirecto ganar conocimiento producto compañia diferente tecnologia empleada fabricacion procesamiento;Promoviendo consistentemente la conciencia hacia la seguridad en el personal directo e indirecto   ganar conocimiento de los productos de la compañia y las diferentes tecnologias empleadas en su fabricacion y procesamiento;c00111;c0011170
pronunciar sentencia dictámenes;Pronunciar sentencias o dictámenes;c02202;c0220288
proponer hacer fijar vigilar cumplimiento plazo fecha límite recordatorio periódicos;Proponer hacer fijar y vigilar el cumplimiento de plazos y fechas límites y de recordatorios periódicos;c02200;c02200107
proporcionar cliente presunto compradore información general técnica acerca característica funcionamiento material técnico venta demostrar utilización;Proporcionar a los clientes y presuntos compradores información general o técnica acerca de las características y funcionamiento del material técnico en venta y demostrar su utilización;c02202;c0220289
proyectar carrocería sistema suspensión freno elemento vehículo automóvile asesorar respecto;Proyectar carrocerías sistemas de suspensión frenos y otros elementos de vehículos automóviles y asesorar al respecto;c00025;c0002594
proyectar casco superestructura buque nave asesorar respecto;Proyectar cascos y superestructuras de buques y otras naves y asesorar al respecto;c00025;c0002595
proyectar dispositivo sistema motore equipo electrónico - ejemplo ordenadore equipo telecomunicacione - asesorar res- pecto;Proyectar dispositivos sistemas motores y equipos electrónicos - por ejemplo ordenadores o equipos de telecomunicaciones - y asesorar al res- pecto;c00025;c0002596
proyectar edificio preparar dibujo plano detallado construcción refección reconstrucción establecer mantener contacto necesario asegurar viabilidad proyecto cuanto atañe estilo costo plazo ejecución observancia norma reglamento pertinente cuestiones;Proyectar edificios preparar dibujos y planos detallados para su construcción refección o reconstrucción y establecer y mantener los contactos necesarios para asegurar la viabilidad de los proyectos en cuanto atañe a estilo costo plazos de ejecución observancia de normas y reglamentos pertinentes y otras cuestiones;c00025;c0002597
proyectar estructura - puente embalse muelle carretera aero- puerto vía férrea canale gasoducto oleoducto sistema eva- cuación desecho defensa inundacione edificio indus- triale grande edificacione - realizar trabajo investigación asesoramiento materia;Proyectar estructuras - puentes embalses muelles carreteras aero- puertos vías férreas canales gasoductos oleoductos sistemas de eva- cuación de desechos y de defensa contra inundaciones edificios indus- triales y otras grandes edificaciones - y realizar trabajos de investigación y asesoramiento en la materia;c00025;c0002598
proyectar fuselaje trene aterrizaje equipo aeronave asesorar respecto;Proyectar fuselajes trenes de aterrizaje y otros equipos para aeronaves y asesorar al respecto;c00025;c0002599
proyectar instalacione equipo mecánico producción control utilización energía nuclear asesorar respecto;Proyectar instalaciones y equipos mecánicos para la producción control y utilización de energía nuclear y asesorar al respecto;c00025;c00025100
proyectar máquina máquina herramienta industria manufactu- rera minera construcción fine industriale así agricultura asesorar respecto;Proyectar máquinas y máquinas herramientas para las industrias manufactu- rera minera y de la construcción y otros fines industriales así como para la agricultura y asesorar al respecto;c00025;c00025101
proyectar máquina vapor motore combustión interna máqui- na motore eléctrico utilizado propulsar locomotora ferrocarrile vehículo transporte carretera aeronave hacer funcionar instalacione industriale género dar asesoramiento pertinente;Proyectar máquinas de vapor motores de combustión interna y otras máqui- nas y motores no eléctricos utilizados para propulsar locomotoras de ferrocarriles vehículos de transporte por carretera y aeronaves o para hacer funcionar instalaciones industriales o de otro género y dar asesoramiento pertinente;c00025;c00025102
proyectar parte elemento salvo eléctrico electrónicos;Proyectar partes o elementos salvo los eléctricos o electrónicos;c00025;c00025103
proyectar realizar rede comunicación diferente instalacione informáticas;Proyectar y realizar redes de comunicación entre diferentes instalaciones informáticas;c00111;c0011171
proyectar sistema eléctrico motore tracción eléctrica equipo eléctrico aparato electrodoméstico asesorar respecto;Proyectar sistemas eléctricos para motores tracción eléctrica y otros equipos eléctricos o aparatos electrodomésticos y asesorar al respecto;c00025;c00025104
proyectar sistema equipo calefacción ventilación refrigeración asesorar respecto;Proyectar sistemas y equipos de calefacción ventilación y refrigeración y asesorar al respecto;c00025;c00025105
proyectar sistema producción transmisión distribución energía eléctrica asesorar respecto;Proyectar sistemas de producción transmisión y distribución de energía eléctrica y asesorar al respecto;c00025;c00025106
proyectar sistema propulsión buque centrale generadora energía sistema calefacción ventilación mecanismo gobierno dirección bomba equipo mecánico asesorar respecto;Proyectar sistemas de propulsión para buques centrales generadoras de energía sistemas de calefacción y ventilación mecanismos de gobierno y dirección bombas y otros equipos mecánicos y asesorar al respecto;c00025;c00025107
proyecto innovacion proyecto mejora proceso conocimiento avanzado m office project;Proyectos de innovacion o proyectos en mejora de procesos      conocimientos avanzados en ms office project;c00044;c0004462
pueden preparar sobre pago salario abonarlos;Pueden preparar los sobres de pago de salarios y abonarlos;c02200;c02200108
realizar amplia gama tarea oficinesca generale . tarea pueden incluir supervisión trabajadore .;Realizar una amplia gama de tareas oficinescas generales. sus tareas pueden incluir la supervisión de otros trabajadores.;c02200;c02200109
realizar apoyar actividade comunicación documentación coordinación necesaria gestión unidad orgánica fin asistir jefe unidad personal;realizar y apoyar actividades de comunicación documentación y coordinación necesaria para la gestión de una unidad orgánica con el fin de asistir al jefe de la unidad o a otro personal;c02202;c0220290
realizar cierto trabajo oficina escasa complejidad archivar sacar fotocopias;Realizar ciertos trabajos de oficina de escasa complejidad como archivar o sacar fotocopias;c02200;c02200110
realizar estudio servicio biblioteca información analizar modificar servicio prestado función necesidade usuarios;Realizar estudios sobre servicios de biblioteca e información y analizar y modificar los servicios prestados en función de las necesidades de los usuarios;c02200;c02200111
realizar experimento dispersión niebla lluvia artificial sistema modificar condicione meteorológicas;Realizar experimentos de dispersión de niebla lluvia artificial y otros sistemas para modificar las condiciones meteorológicas;c00025;c00025108
realizar investigacione acerca principio método informático incluido sistema comunicación tratamiento dato informa- ciones;Realizar investigaciones acerca de los principios y métodos informáticos incluidos los sistemas de comunicación y tratamiento de datos e informa- ciones;c00044;c0004463
realizar investigacione brindar asesoramiento ampliar aplicar conocimiento científico adquirido mediante estudio toda forma vida humana animal vegetal incluido órgano tejido célula microorganismo específico efecto ejercen factore ambientale droga u sustancias;realizar investigaciones brindar asesoramiento y ampliar o aplicar los conocimientos científicos adquiridos mediante el estudio de todas las formas de vida humana animal y vegetal incluidos órganos tejidos células y microorganismos específicos y de los efectos que sobre ellos ejercen los factores ambientales o las drogas u otras sustancias;c02200;c02200112
realizar investigacione brindar asesoramiento pertinente proyectar dirigir arquitectura construcción mantenimiento reparación edificio obra pública ciudade zona urbana verde sistema tránsito obra ingeniería civil demá rama ingeniería inclusive ingeniería mina química mecánica metalúrgica eléctrica electrónica tipo aplicacione industriale - estructura instalacione máquina equipos;realizar investigaciones y brindar asesoramiento pertinente proyectar y dirigir la arquitectura construcción mantenimiento y reparación de edificios obras públicas ciudades y zonas urbanas o verdes sistemas de tránsito y otras obras de ingeniería civil o de las demás ramas de la ingeniería inclusive la ingeniería de minas química mecánica metalúrgica eléctrica electrónica y de otros tipos y sus aplicaciones industriales - estructuras instalaciones máquinas y equipos;c02200;c02200113
realizar investigacione desarrollar método extracción metale minerale asesorar aplicación;Realizar investigaciones desarrollar métodos para la extracción de metales de sus minerales y asesorar sobre su aplicación;c00025;c00025109
realizar investigacione desarrollar perfeccionar teoría método relativo ingeniería civil obra públicas;Realizar investigaciones y desarrollar o perfeccionar teorías y métodos relativos a la ingeniería civil y a las obras públicas;c00044;c0004464
realizar investigacione estudio teoría principio derecho relacione leye reglamento jurisprudencia;Realizar investigaciones o estudios sobre teorías y principios del derecho y sus relaciones con las leyes y reglamentos y la jurisprudencia;c00044;c0004465
realizar investigacione financiera caso presunto fraude insolvencia quiebra índole semejante;Realizar investigaciones financieras en casos de presuntos fraudes insolvencia y quiebras o de índole semejante;c02202;c0220291
realizar investigacione perfeccionar concepto teoría método geología geofísica;Realizar investigaciones y perfeccionar los conceptos teorías y métodos de la geología y la geofísica;c00044;c0004466
realizar investigacione perfeccionar desarrollar concepto teoría método composición estructura dinámica atmósfera;Realizar investigaciones y perfeccionar o desarrollar los conceptos teorías y métodos sobre la composición estructura y dinámica de la atmósfera;c00044;c0004467
realizar investigacione perfeccionar desarrollar concepto teoría método química;Realizar investigaciones y perfeccionar o desarrollar los conceptos teorías y métodos de la química;c00044;c0004468
realizar investigacione perfeccionar desarrollar teoría técnica matemática actuariales;Realizar investigaciones y perfeccionar o desarrollar las teorías y técnicas matemáticas y actuariales;c00044;c0004469
realizar investigacione proyectar desarrollar perfeccionar método resolver problema técnico ingeniería mina extracción petróleo ga agua asesorar respecto;Realizar investigaciones y proyectar desarrollar o perfeccionar métodos para resolver problemas técnicos de la ingeniería de minas o de la extracción de petróleo gas o agua y asesorar al respecto;c00044;c0004470
realizar investigacione proyectar desarrollar procedimiento químico escala comercial refinar petróleo bruto líquido gase fabricar sustancia producto derivado petróleo explosivo producto alimenticio bebida medicamento materiale sintético asesorar respecto;Realizar investigaciones y proyectar y desarrollar procedimientos químicos a escala comercial para refinar petróleo bruto y otros líquidos o gases y fabricar sustancias y productos como derivados del petróleo explosivos productos alimenticios bebidas medicamentos o materiales sintéticos y asesorar al respecto;c00044;c0004471
realizar investigacione ámbito matemática fundamentale aplicar principio técnica matemático actuariale estadístico asesorar respecto;realizar investigaciones en el ámbito de las matemáticas fundamentales y aplicar los principios y técnicas matemáticos actuariales y estadísticos o asesorar al respecto;c00044;c0004472
realizar operacione caja banco oficina pública correo establecimiento apuesta juego azar pago cobro biene servicio adquirido contratados;realizar operaciones de caja en bancos oficinas públicas de correos establecimientos de apuestas o de juegos de azar o pagos y cobros por bienes y servicios adquiridos o contratados;c02200;c02200114
realizar tarea administrativa bibliotecas;Realizar tareas administrativas en bibliotecas;c02200;c02200115
realizar tarea relacionada servicio correos;Realizar tareas relacionadas con los servicios de correos;c02200;c02200116
realizar tarea secretaría registrar computadorizar dato numérico inclusive contable financiero estadístico actuariales;Realizar tareas de secretaría registrar y computadorizar datos numéricos inclusive contables financieros estadísticos y actuariales;c02200;c02200117
realizar tarea técnica relacionada compilación dato operacione control calidad censo encuestas;Realizar tareas técnicas relacionadas con la compilación de datos y las operaciones de control de calidad en censos y encuestas;c02200;c02200118
realizar trabajo imprenta elaborar procesar producto comestible diverso artículo hecho madera materia textile cuero materiale . tarea pueden incluir supervisión trabajadore .;Realizar trabajos de imprenta y elaborar y procesar productos comestibles y diversos artículos hechos con madera materias textiles cuero y otros materiales. sus tareas pueden incluir la supervisión de otros trabajadores.;c02200;c02200119
realizar trabajo secretaría taquigrafía mecanografía operar máquina tratamiento texto máquina oficina;Realizar trabajos de secretaría taquigrafía y mecanografía y operar máquinas de tratamiento de textos y otras máquinas de oficina;c02202;c0220292
recibir cliente brindarle información pertinente concertar entrevista nombre incluida requerida hospitale consultorio médico dentale atender centrale telefónica .;Recibir clientes brindarles la información pertinente y concertar entrevistas en su nombre incluidas las requeridas para hospitales y consultorios médicos y dentales y atender centrales telefónicas.;c02202;c0220293
recibir despachar correspondencia;Recibir y despachar correspondencia;c02202;c0220294
redactar acta detallada sesione parlamento tribunale cuerpo mediante taquigrafía estenotipia u método recoger transcribir textualmente intervenciones;Redactar actas detalladas de sesiones del parlamento de los tribunales o de otros cuerpos mediante la taquigrafía o la estenotipia u otros métodos para recoger y transcribir textualmente las intervenciones;c02202;c0220295
redactar anteproyecto leye reglamento fundado legislación;Redactar anteproyectos de leyes y reglamentos fundados en la legislación;c02202;c0220296
redactar carta comerciale técnica correspondencia mismo carácter responder mismas;Redactar cartas comerciales o técnicas y otra correspondencia del mismo carácter y responder a las mismas;c02202;c0220297
redactar correspondencia acta administrativas;Redactar correspondencia y actas administrativas;c02202;c0220298
redactar documento jurídico inclusive testamento contrato escritu- ras;Redactar documentos jurídicos inclusive testamentos contratos y escritu- ras;c02202;c0220299
redactar documento jurídicos;Redactar documentos jurídicos;c02202;c02202100
registrar debidamente transferencia título financiero biene inmuebles;Registrar debidamente transferencias de títulos financieros o de bienes inmuebles;c02202;c02202101
registrar documento transferencia propiedade título valore u asunto requieren registro oficial;Registrar documentos sobre transferencias de propiedades títulos y valores u otros asuntos que requieren registro oficial;c02202;c02202102
registrar mate- riale producción recibido almacenado entregados;Registrar los mate- riales de producción recibidos almacenados o entregados;c00025;c00025110
registrar mercancía producida almacenada encargada expedidas;registrar mercancías producidas almacenadas encargadas y expedidas;c00025;c00025111
registrar transmitir órdene compraventa título accione obligacione u valore financiero inclusive divisa entrega futura inmediata;Registrar y transmitir órdenes de compraventa de títulos acciones obligaciones u otros valores financieros inclusive divisas para entrega futura o inmediata;c02202;c02202103
representar cliente primera instancia dar instruccione abogado aleguen nombre tribunale superiores;Representar a clientes en primera instancia o dar instrucciones a otros abogados para que aleguen en su nombre ante los tribunales superiores;c02202;c02202104
representar departamento cargo contacto demá sectore organización tercero . tarea pueden incluir supervisión trabajadore .;Representar al departamento a su cargo en los contactos con los demás sectores de la organización o con terceros. sus tareas pueden incluir la supervisión de otros trabajadores.;c02202;c02202105
representar departamento relacione trabajo depar- tamento empresa tercero i;Representar al departamento en sus relaciones de trabajo con otros depar- tamentos de la empresa o con terceros i;c02202;c02202106
representar departamento relacione trabajo depar- tamento empresa terceros;Representar al departamento en sus relaciones de trabajo con otros depar- tamentos de la empresa o con terceros;c02202;c02202107
representar departamento relacione trabajo departamento empresa terceros;Representar al departamento en sus relaciones de trabajo con otros departamentos de la empresa o con terceros;c02202;c02202108
representar organización trato tercero comprendido gobierno autoridade . tarea pueden incluir supervisión trabajadore .;Representar a la organización en su trato con terceros comprendidos el gobierno y otras autoridades. sus tareas pueden incluir la supervisión de otros trabajadores.;c02202;c02202109
representar paí extranjero;Representar a su país en el extranjero;c02202;c02202110
representar paí extranjero cumplir tarea similare organizacione intergubernamentale . tarea pueden incluir supervisión trabajadore .;Representar a su país en el extranjero y cumplir tareas similares en organizaciones intergubernamentales. sus tareas pueden incluir la supervisión de otros trabajadores.;c02202;c02202111
reservar bodega determinar flete percibir monto clientes;Reservar bodegas determinar fletes y percibir su monto de los clientes;c02200;c02200120
resolviendo problema mantenimiento;Resolviendo problemas de mantenimiento;c00044;c0004473
responsabilidade brindar soporte fomentar uso herramienta tecnologia empresa apoyar campaña asimilacion adopcion nueva tecnologia brindar soporte gestion integral gestion demanda;Responsabilidades  brindar soporte para fomentar el uso de las herramientas de tecnologia que tiene la empresa apoyar en campañas de asimilacion y adopcion de nuevas tecnologias brindar soporte a la gestion integral de ti gestion de la demanda;c00025;c00025112
resultado habilidade enseñar dar coacheo conocimiento pleno metodologia lean manufacturing habilidade gestion proyecto viii indicadore clave desempeño ( kpi ) madurez wco ( world clas operation ) demonstrar progreso sostenido madurez hacia operacione world clas desempeño pilare clave operacion ( lagging ) hse reducir tasa incidencia hse calidad reducir numero conformidades;Y resultados   habilidades para enseñar y dar coacheo   conocimiento pleno de las metodologias de lean manufacturing   habilidades en la gestion de proyectos  viii indicadores clave de desempeño (kpi)  madurez en wco (world class operations)   demonstrar progreso sostenido en la madurez hacia operaciones world class   desempeño en pilares clave de la operacion (lagging)   hse reducir tasas de incidencias en hse   calidad reducir el numero de no conformidades;c00044;c0004474
retratar persona grupo personas;Retratar a personas y grupos de personas;c02202;c02202112
revisar probar aparato electrónico fabricados;Revisar y probar los aparatos electrónicos fabricados;c00025;c00025113
rpa manejo base dato buscando persona identifiquen valore ey;Rpa y manejo de bases de datos   que estamos buscando  personas que se identifiquen con los valores de ey;c00111;c0011172
sacrificar rese peces;sacrificar reses y peces;c00111;c0011173
sap busines object pentaho experiencia trabajando metodologia agile valorara positivamente acreditar certificacione pmp ( project management professional );Sap business objects y pentaho      experiencia trabajando con metodologia agiles      se valorara positivamente acreditar certificaciones en pmp (project management professional);c00111;c0011174
secar madera preservarla mediante tratamiento pertinente;secar la madera y preservarla mediante un tratamiento pertinente;c00025;c00025114
seleccionar recomendar nueva adquisicione libro revista infor- me obra impresa audiovisuales;Seleccionar y recomendar nuevas adquisiciones de libros revistas infor- mes y otras obras impresas o audiovisuales;c00025;c00025115
servicio administración empresa teneduría libro jurídico estadísticos;Servicios de administración de empresas teneduría de libros jurídicos estadísticos y otros;c02200;c02200121
servicio cargo administración pública pueden ser control frontera aduana migracione fisco seguridad social colocación empleo autorizacione licencia policía servicio asistencia social;Servicios a cargo de la administración pública como pueden ser los de control de fronteras aduana migraciones fisco seguridad social colocación en el empleo autorizaciones y licencias y policía servicios de asistencia social;c02200;c02200122
servicio empresa calidad agente compradore comerciale contratista mano obra;Servicios para empresas en calidad de agentes o compradores comerciales o de contratistas de mano de obra;c02200;c02200123
si cumple requisito dude contactarno area conocimiento requiere experiencia alguna area conocimiento siguiente gestion proyecto tecnologia informacion telecomunicacione ejecucion proyecto tecnologia informacion telecomunicacione analisis;Si cumples con los requisitos no dudes en contactarnos     area de conocimiento     se requiere experiencia en alguna de las areas de conocimiento siguientes      gestion de proyectos de tecnologias de la informacion y telecomunicaciones   ejecucion de proyectos de tecnologias de la informacion y telecomunicaciones   analisis;c02200;c02200124
siempre buscando incorporar nueva tecnologia alineen estrategia compañia ( iot ai digital experience robotic proces automation telemetric biometric block chain liderando innovacion producto servicio disruptivo permita mejorar operacion posicionarno lidere industria work experience competencia personale acuerdo modelo chubb nivel alto ingeniero sistema administracion empresa u afine idealmente contar magister administracion tecnologia informacion dominio idioma ingle avanzado conocimiento especifico administracion multiple proyecto it desarrollo implementacion sistema arquitectura software solucione digitale ( api integracione via web service desarrollo micrositio ) conocimiento mejore practica administracion proyecto ciclo vida desarrollo sistema ( cmmi itil safe ) conocimiento planeacion estrategica alineacion tecnologia informacion objetivo negocio planeacion proyecto administracion portafolio proyecto administracion equipo alto rendimiento negociacion efectiva liderazgo comunicacion efectiva administracion proveedore conocimiento finanza administracion conocimiento industria practica sector asegurador conocimiento metodologia modelo trabajo agile lean experiencia año experiencia total;Siempre buscando incorporar nuevas tecnologias que se alineen a la estrategia de la compañia (iot ai digital experience robotic process automation telemetrics biometrics block chain entre otras liderando la innovacion de productos y servicios disruptivos que permita mejorar nuestra operacion y posicionarnos como lideres de la industria   work experience   competencias personales de acuerdo al modelo chubb en nivel alto ingeniero de sistemas administracion de empresas u afines idealmente contar con magister en administracion o tecnologias de informacion dominio idioma ingles avanzado   conocimientos especificos en   administracion de multiples proyectos de it desarrollo e implementacion de sistemas arquitectura de software soluciones digitales (apis  integraciones via web services  desarrollo de micrositios) conocimiento de mejores practicas en administracion de proyectos y en el ciclo de vida de desarrollo de sistemas (cmmi itil safe) conocimientos de planeacion estrategica y alineacion de tecnologias de informacion con objetivos de negocio planeacion de proyectos y administracion de portafolio de proyectos administracion de equipos de alto rendimiento negociacion efectiva liderazgo y comunicacion efectiva administracion de proveedores conocimientos de finanzas y administracion conocimiento de la industria y practicas del sector asegurador conocimiento de metodologia modelo de trabajo agile  lean   experiencia    años de experiencia total;c00111;c0011175
sistema método extracción petróleo ga natural minerale agua separación metale refinación tratamiento;Sistemas y métodos de extracción de petróleo gas natural y otros minerales o agua de separación de metales y de refinación y tratamiento;c00025;c00025116
solicitude servicio base dato conocimiento ( certificacion ventaja ) conocimiento estandar iso marco mejora continua ventaja experiencia meno tre año experiencia rubro experiencia actividade atencion soporte cliente experiencia administracion proyectos;Solicitudes de servicio y base de datos de conocimiento (certificacion es una ventaja) conocimiento del estandar iso  y los marcos de mejora continua es una ventaja  experiencia  al menos tres años de experiencia en el rubro de ti experiencia en actividades de atencion y soporte al cliente experiencia en administracion de proyectos;c00111;c0011176
sql manejo m office nivel avanzado nivel ingle intermedio show more;Sql manejo de ms office a nivel avanzado y nivel de ingles intermedio show more ;c00111;c0011177
supervisar trabajadore .;Supervisar a otros trabajadores.;c02200;c02200125
supervisar trabajadores;Supervisar a otros trabajadores;c02200;c02200126
tarea funcione requieren trabajo manual combinado utilización herramienta máquina herramienta uso manual reducir esfuerzo físico necesario tiempo preciso efectuar labore así mejorar calidad producto . ocupacione gran grupo exigen conocimiento etapa producción materiale máquina herramienta utilizado así naturaleza uso destinan producto acabado . mayoría ocupacione requieren competencia segundo grado tal define ciuo.\n\nla tarea desempeñada común oficiale operario artesano arte mecánica oficio incluyen siguiente : extraer transformar minerale sólidos;Sus tareas y funciones requieren un trabajo manual combinado con la utilización de herramientas o máquinas herramientas de uso manual para reducir el esfuerzo físico necesario y el tiempo preciso para efectuar las labores así como para mejorar la calidad de los productos. las ocupaciones de este gran grupo exigen conocimientos de las etapas de la producción y de los materiales máquinas y herramientas utilizados así como de la naturaleza y los usos a que se destinan los productos acabados. la mayoría de esas ocupaciones requieren competencias de segundo grado tal como las define la ciuo.\n\nlas tareas desempeñadas por lo común por los oficiales operarios y artesanos de artes mecánicas y de otros oficios incluyen las siguientes: extraer y transformar minerales sólidos;c02200;c02200127
tarea funcione requieren trabajo manual combinado utilización herramienta máquina herramienta uso manual reducir esfuerzo físico necesario tiempo preciso efectuar labore así mejorar calidad trabajo realizado producto terminado . ocupacione exigen conocimiento organización trabajo materiale máquina herramienta utilizado así naturaleza uso destinan producto acabados.\n\nla tareasdesempeñada común incluyen siguiente : elaboración transformación manufactura producto carne pescado hortaliza cereale fruta tabaco producto similares;Sus tareas y funciones requieren un trabajo manual combinado con la utilización de herramientas o máquinas herramientas de uso manual para reducir el esfuerzo físico necesario y el tiempo preciso para efectuar las labores así como para mejorar la calidad de los trabajos realizados y de los productos terminados. estas ocupaciones exigen conocimientos de la organización del trabajo y de los materiales máquinas y herramientas utilizados así como de la naturaleza y los usos a que se destinan los productos acabados.\n\nlas tareasdesempeñadas por lo común incluyen las siguientes: elaboración transformación y manufactura de productos de carne pescado hortalizas cereales frutas tabaco y productos similares;c02200;c02200128
telco carrier experiencia manejando base dato oracle manejo nube ( aw azure ) experiencia itil;Telco yo carriers experiencia manejando bases de datos oracle manejo en la nube (aws  azure) experiencia con itil;c00111;c0011178
toma mejore decisione operacion campo implementacion tecnologia ultima generacion manejo explotacion informacion;Para la toma de mejores decisiones en la operacion de campo implementacion de tecnologias de ultima generacion para manejo y explotacion de informacion;c00111;c0011179
tomar taquigrafía información dictada transmitida medios;Tomar en taquigrafía información dictada o transmitida por otros medios;c02202;c02202113
trabajando coordinacion area tecnologia producto requisito bachiller educacion media experiencia conocimiento analisi calidad producto tecnologico deseable estudio universitario sistema informacion;Trabajando en coordinacion con el area de tecnologia y producto  requisitos  bachiller en educacion media experiencia y conocimientos en analisis de la calidad de productos tecnologicos deseable con estudios universitarios en sistemas de informacion;c00111;c0011180
trabajo taquigrafía mecanografía;trabajos de taquigrafía y mecanografía;c02202;c02202114
tramitar documentación aduanera necesaria realizar importacione exportaciones;Tramitar la documentación aduanera necesaria para realizar importaciones o exportaciones;c02202;c02202115
transcribir dato extraído documento originale mediante perforacione practicada tarjeta cinta papel;Transcribir datos extraídos de los documentos originales mediante perforaciones practicadas en tarjetas o cintas de papel;c02202;c02202116
transcribir texto mecanografía;Transcribir textos en mecanografía;c02202;c02202117
trazar carta campo magnético terrestre aplicarla junto dato fine radiodifusión navegación;Trazar cartas del campo magnético terrestre y aplicarlas junto con otros datos a fines de radiodifusión y de navegación;c00025;c00025117
utilizando adecuadamente herramienta informatica ( excel powerpoint word ) realizar cambio pieza insumo equipo requiera realizar soporte remoto presencial realizar diagnostico solucion problema red operar;Entre otros utilizando adecuadamente las herramientas informaticas (excel powerpoint word) realizar cambio de piezas o insumos de equipos cuando se requiera realizar soporte remoto o presencial realizar diagnostico y solucion a problemas de red operar;c00025;c00025118
utilizar máquina especiale transcribir dato numérico tipo partir material sirve fuente mira almacenamiento tratamiento ulterior dato mediante sistema informáticos;Utilizar máquinas especiales para transcribir datos numéricos y de otro tipo a partir del material que sirve de fuente con miras al almacenamiento y tratamiento ulterior de esos datos mediante sistemas informáticos;c02202;c02202118
